date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:42:38	66998/66998	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2002:43:33%20GMT	https://wezom.com/shipment-management	C:/My%20Web%20Sites/wesdom/wezom.com/shipment-management.html	(from https://wezom.com/)
19:42:39	70955/70955	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2002:43:34%20GMT	https://wezom.com/fleet-management	C:/My%20Web%20Sites/wesdom/wezom.com/fleet-management.html	(from https://wezom.com/)
19:42:39	65723/65723	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2002:43:35%20GMT	https://wezom.com/tms-system	C:/My%20Web%20Sites/wesdom/wezom.com/tms-system.html	(from https://wezom.com/)
19:42:40	68818/68818	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2002:43:35%20GMT	https://wezom.com/route-planning	C:/My%20Web%20Sites/wesdom/wezom.com/route-planning.html	(from https://wezom.com/)
19:42:40	50410/50410	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2002:43:36%20GMT	https://wezom.com/portfolio	C:/My%20Web%20Sites/wesdom/wezom.com/portfolio.html	(from https://wezom.com/)
19:42:41	53952/53952	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2002:43:36%20GMT	https://wezom.com/contacts	C:/My%20Web%20Sites/wesdom/wezom.com/contacts.html	(from https://wezom.com/)
19:42:42	92370/92370	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2002:43:37%20GMT	https://wezom.com/blog	C:/My%20Web%20Sites/wesdom/wezom.com/blog.html	(from https://wezom.com/)
19:42:42	267/267	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2002:43:38%20GMT	http://wezom.com/Media/assets/images/first-screen.jpg?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/first-screen.1e80ba.delayed	(from https://wezom.com/)
19:42:43	258/258	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2002:43:38%20GMT	http://wezom.com/Media/assets/images/sg.jpeg?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/sg80ba.jpeg	(from https://wezom.com/)
19:42:43	25077/25077	---M--	200	added ('OK')	image/jpeg	etag:%2261f5-5d73130dfec40%22	https://wezom.com/Media/assets/images/sg.jpeg?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/sg80ba.jpg	(from https://wezom.com/)
19:42:45	63251/63251	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2002:43:40%20GMT	https://wezom.com/app-development	C:/My%20Web%20Sites/wesdom/wezom.com/app-development.html	(from https://wezom.com/)
19:42:45	810432/810432	---M--	200	added ('OK')	image/jpeg	etag:%22c5dc0-5d32e3236ecd0%22	https://wezom.com/Media/assets/images/first-screen.jpg?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/first-screen80ba.jpg	(from https://wezom.com/)
19:42:45	17326/17326	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2007%20Jun%202022%2006:16:53%20GMT	https://widget.clutch.co/static/js/widget.js	C:/My%20Web%20Sites/wesdom/widget.clutch.co/static/js/widget.js	(from https://wezom.com/)
19:42:46	59578/59578	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2002:43:41%20GMT	https://wezom.com/portfolio/riel	C:/My%20Web%20Sites/wesdom/wezom.com/portfolio/riel.html	(from https://wezom.com/)
19:42:47	260/260	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2002:43:42%20GMT	http://wezom.com/Media/assets/images/empty.gif?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/empty.2580ba.delayed	(from https://wezom.com/)
19:42:47	43/43	---M--	200	added ('OK')	image/gif	etag:%222b-5c4693b7ea900%22	https://wezom.com/Media/assets/images/empty.gif?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/empty80ba.gif	(from https://wezom.com/)
19:42:48	51494/51494	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2002:43:43%20GMT	https://wezom.com/portfolio/loadaza	C:/My%20Web%20Sites/wesdom/wezom.com/portfolio/loadaza.html	(from https://wezom.com/)
19:42:50	56597/56597	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2002:43:45%20GMT	https://wezom.com/portfolio/delivery-auto	C:/My%20Web%20Sites/wesdom/wezom.com/portfolio/delivery-auto.html	(from https://wezom.com/)
19:42:50	271/271	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2002:43:46%20GMT	http://wezom.com/Media/assets/images/clients/client-5.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/clients/client-5.2980ba.delayed	(from https://wezom.com/)
19:42:51	564/564	---M--	200	added ('OK')	image/png	etag:%22234-5c4693b767370%22	https://wezom.com/Media/assets/images/clients/client-5.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/clients/client-580ba.png	(from https://wezom.com/)
19:42:51	271/271	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2002:43:47%20GMT	http://wezom.com/Media/assets/images/clients/client-4.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/clients/client-480ba.png	(from https://wezom.com/)
19:42:52	1247/1247	---M--	200	added ('OK')	image/png	etag:%224df-5d4373b166330%22	https://wezom.com/Media/assets/images/clients/client-4.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/clients/client-480ba.png	(from https://wezom.com/)
19:42:52	272/272	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2002:43:48%20GMT	http://wezom.com/Media/assets/images/clients/client-12.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/clients/client-1280ba.png	(from https://wezom.com/)
19:42:53	11553/11553	---M--	200	added ('OK')	image/png	etag:%222d21-5d4373b165f48%22	https://wezom.com/Media/assets/images/clients/client-12.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/clients/client-1280ba.png	(from https://wezom.com/)
19:42:53	271/271	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2002:43:49%20GMT	http://wezom.com/Media/assets/images/clients/client-1.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/clients/client-180ba.png	(from https://wezom.com/)
19:42:54	1290/1290	---M--	200	added ('OK')	image/png	etag:%2250a-5c4693b741210%22	https://wezom.com/Media/assets/images/clients/client-1.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/clients/client-180ba.png	(from https://wezom.com/)
19:42:54	272/272	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2002:43:49%20GMT	http://wezom.com/Media/assets/images/clients/client-10.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/clients/client-1080ba.png	(from https://wezom.com/)
19:42:54	9544/9544	---M--	200	added ('OK')	image/png	etag:%222548-5d4373b165f48%22	https://wezom.com/Media/assets/images/clients/client-10.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/clients/client-1080ba.png	(from https://wezom.com/)
19:42:55	272/272	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2002:43:50%20GMT	http://wezom.com/Media/assets/images/clients/client-11.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/clients/client-1180ba.png	(from https://wezom.com/)
19:42:55	7682/7682	---M--	200	added ('OK')	image/png	etag:%221e02-5d4373b165f48%22	https://wezom.com/Media/assets/images/clients/client-11.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/clients/client-1180ba.png	(from https://wezom.com/)
19:42:55	271/271	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2002:43:51%20GMT	http://wezom.com/Media/assets/images/clients/client-6.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/clients/client-680ba.png	(from https://wezom.com/)
19:42:56	1024/1024	---M--	200	added ('OK')	image/png	etag:%22400-5c4693b767370%22	https://wezom.com/Media/assets/images/clients/client-6.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/clients/client-680ba.png	(from https://wezom.com/)
19:42:56	271/271	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2002:43:52%20GMT	http://wezom.com/Media/assets/images/clients/client-8.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/clients/client-880ba.png	(from https://wezom.com/)
19:42:56	1316/1316	---M--	200	added ('OK')	image/png	etag:%22524-5c4693b767370%22	https://wezom.com/Media/assets/images/clients/client-8.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/clients/client-880ba.png	(from https://wezom.com/)
19:42:57	271/271	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2002:43:52%20GMT	http://wezom.com/Media/assets/images/clients/client-9.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/clients/client-980ba.png	(from https://wezom.com/)
19:42:57	1847/1847	---M--	200	added ('OK')	image/png	etag:%22737-5c4693b767370%22	https://wezom.com/Media/assets/images/clients/client-9.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/clients/client-980ba.png	(from https://wezom.com/)
19:42:58	271/271	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2002:43:53%20GMT	http://wezom.com/Media/assets/images/clients/client-3.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/clients/client-380ba.png	(from https://wezom.com/)
19:42:58	750/750	---M--	200	added ('OK')	image/png	etag:%222ee-5c4693b767370%22	https://wezom.com/Media/assets/images/clients/client-3.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/clients/client-380ba.png	(from https://wezom.com/)
19:42:58	2957/2957	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jun%202022%2002:43:54%20GMT	https://wezom.com/popup/contacts	C:/My%20Web%20Sites/wesdom/wezom.com/popup/contacts.html	(from https://wezom.com/)
19:42:59	280/280	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2002:43:54%20GMT	http://wezom.com/Media/assets/images/E-CommerceDevelopers_2021.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/E-CommerceDevelopers_202180ba.png	(from https://wezom.com/)
19:43:00	283/283	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2002:43:55%20GMT	http://wezom.com/Media/assets/images/IT_Outsourcing_Services_2021.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/IT_Outsourcing_Services_202180ba.png	(from https://wezom.com/)
19:43:00	110488/110488	---M--	200	added ('OK')	image/png	etag:%221af98-5c4693b55c440%22	https://wezom.com/Media/assets/images/E-CommerceDevelopers_2021.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/E-CommerceDevelopers_202180ba.png	(from https://wezom.com/)
19:43:02	274/274	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2002:43:57%20GMT	http://wezom.com/Media/assets/images/Web_Developers_2021.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/Web_Developers_202180ba.png	(from https://wezom.com/)
19:43:02	111077/111077	---M--	200	added ('OK')	image/png	etag:%221b1e5-5c4693b55c828%22	https://wezom.com/Media/assets/images/IT_Outsourcing_Services_2021.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/IT_Outsourcing_Services_202180ba.png	(from https://wezom.com/)
19:43:03	8428/8428	---M--	200	added ('OK')	application/javascript	etag:%2220ec-5dfa86d5705ee%22	https://wezom.com/Media/assets/js/modernizr.js?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/js/modernizr80ba.js	(from https://wezom.com/)
19:43:04	105259/105259	---M--	200	added ('OK')	image/png	etag:%2219b2b-5c4693b55cff8%22	https://wezom.com/Media/assets/images/Web_Developers_2021.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/Web_Developers_202180ba.png	(from https://wezom.com/)
19:43:05	45820/45820	---M--	200	added ('OK')	application/javascript	etag:%22b2fc-5dfa86761797a%22	https://wezom.com/Media/assets/js/initialize.js?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/js/initialize80ba.js	(from https://wezom.com/)
19:43:06	4756/4756	---M--	200	added ('OK')	font/ttf	etag:%221294-5c582921920f0%22	https://wezom.com/Media/assets/fonts/lg.ttf?io9a6k	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/fonts/lgb687.ttf	(from https://wezom.com/Media/assets/css/vendors.css?v=23)
19:43:06	70857/70857	---M--	200	added ('OK')	image/png	etag:%22114c9-5c4693b804ee0%22	https://wezom.com/Media/assets/images/intl-tel-input/flags.png	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/intl-tel-input/flags.png	(from https://wezom.com/Media/assets/css/vendors.css?v=23)
19:43:06	4832/4832	---M--	200	added ('OK')	font/woff	etag:%2212e0-5c582921920f0%22	https://wezom.com/Media/assets/fonts/lg.woff?io9a6k	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/fonts/lgb687.woff	(from https://wezom.com/Media/assets/css/vendors.css?v=23)
19:43:06	12834/12834	---M--	200	added ('OK')	image/svg+xml	etag:%223222-5c582921920f0%22	https://wezom.com/Media/assets/fonts/lg.svg?io9a6k	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/fonts/lgb687.svg	(from https://wezom.com/Media/assets/css/vendors.css?v=23)
19:43:07	4178/4178	---M--	200	added ('OK')	image/gif	etag:%221052-5c582921920f0%22	https://wezom.com/Media/assets/images/loading.gif	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/loading.gif	(from https://wezom.com/Media/assets/css/vendors.css?v=23)
19:43:07	483702/483702	---M--	200	added ('OK')	application/javascript	etag:%2276176-5dfa86761797a%22	https://wezom.com/Media/assets/js/vendors.js?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/js/vendors80ba.js	(from https://wezom.com/)
19:43:08	4162/4162	---M--	200	added ('OK')	image/gif	etag:%221042-5c4693be29708%22	https://wezom.com/Media/assets/css/static/pic/preloader.gif	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/css/static/pic/preloader.gif	(from https://wezom.com/Media/assets/css/style.css?v=23)
19:43:08	216/216	---M--	200	added ('OK')	image/svg+xml	etag:%22d8-5c4693be29708%22	https://wezom.com/Media/assets/css/static/pic/sitemap-start.svg	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/css/static/pic/sitemap-start.svg	(from https://wezom.com/Media/assets/css/style.css?v=23)
19:43:08	174369/174369	---M--	200	added ('OK')	image/png	etag:%222a921-5c4693b8052c8%22	https://wezom.com/Media/assets/images/intl-tel-input/flags@2x.png	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/intl-tel-input/flags@2x.png	(from https://wezom.com/Media/assets/css/vendors.css?v=23)
19:43:08	215/215	---M--	200	added ('OK')	image/svg+xml	etag:%22d7-5c4693be29708%22	https://wezom.com/Media/assets/css/static/pic/sitemap-middle.svg	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/css/static/pic/sitemap-middle.svg	(from https://wezom.com/Media/assets/css/style.css?v=23)
19:43:09	217/217	---M--	200	added ('OK')	image/svg+xml	etag:%22d9-5c4693be29708%22	https://wezom.com/Media/assets/css/static/pic/sitemap-end.svg	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/css/static/pic/sitemap-end.svg	(from https://wezom.com/Media/assets/css/style.css?v=23)
19:43:09	7303/7303	---M--	200	added ('OK')	image/jpeg	etag:%221c87-5c434c03b2b80%22	https://wezom.com/Media/pic/bg_404.jpg	C:/My%20Web%20Sites/wesdom/wezom.com/Media/pic/bg_404.jpg	(from https://wezom.com/Media/assets/css/style.css?v=23)
19:43:09	208/208	---M--	200	added ('OK')	image/svg+xml	etag:%22d0-5c4693b79bf30%22	https://wezom.com/Media/assets/images/down.svg	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/down.svg	(from https://wezom.com/Media/assets/css/style.css?v=23)
19:43:10	260/260	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2002:44:06%20GMT	http://wezom.com/Media/assets/images/about.jpg?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/about.5380ba.delayed	(from https://wezom.com/about)
19:43:11	268/268	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2002:44:07%20GMT	http://wezom.com/Media/assets/images/countries/usa.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/countries/usa80ba.png	(from https://wezom.com/about)
19:43:15	237924/237924	---M--	200	added ('OK')	image/jpeg	etag:%223a164-5c4693b58ecd8%22	https://wezom.com/Media/assets/images/about.jpg?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/about80ba.jpg	(from https://wezom.com/about)
19:43:17	11677/11677	---M--	200	added ('OK')	image/png	etag:%222d9d-5d32e323579b8%22	https://wezom.com/Media/assets/images/countries/usa.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/countries/usa80ba.png	(from https://wezom.com/about)
19:43:18	272/272	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2002:44:13%20GMT	http://wezom.com/Media/assets/images/countries/germany.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/countries/germany.5780ba.delayed	(from https://wezom.com/about)
19:43:19	1098/1098	---M--	200	added ('OK')	image/png	etag:%2244a-5d32e323579b8%22	https://wezom.com/Media/assets/images/countries/germany.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/countries/germany80ba.png	(from https://wezom.com/about)
19:43:20	272/272	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2002:44:15%20GMT	http://wezom.com/Media/assets/images/countries/ukraine.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/countries/ukraine80ba.png	(from https://wezom.com/about)
19:43:20	1079/1079	---M--	200	added ('OK')	image/png	etag:%22437-5d32e323579b8%22	https://wezom.com/Media/assets/images/countries/ukraine.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/countries/ukraine80ba.png	(from https://wezom.com/about)
19:43:21	271/271	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2002:44:16%20GMT	http://wezom.com/Media/assets/images/countries/poland.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/countries/poland80ba.png	(from https://wezom.com/about)
19:43:21	1079/1079	---M--	200	added ('OK')	image/png	etag:%22437-5d32e323579b8%22	https://wezom.com/Media/assets/images/countries/poland.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/countries/poland80ba.png	(from https://wezom.com/about)
19:43:21	268/268	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2002:44:17%20GMT	http://wezom.com/Media/assets/images/sprites/icons.svg?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/sprites/icons80ba.svg	(from https://wezom.com/about)
19:43:22	288/288	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2002:44:18%20GMT	http://wezom.com/Media/images/widgets/7771b53f32b0d402cac55c314f034e78.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/images/widgets/7771b53f32b0d402cac55c314f034e7880ba.png	(from https://wezom.com/about)
19:43:25	271/271	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2016%20Jun%202022%2002:44:20%20GMT	http://wezom.com/Media/assets/images/leaders/LinkedIn.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/leaders/LinkedIn80ba.png	(from https://wezom.com/about)
19:43:25	242669/242669	---M--	200	added ('OK')	image/svg+xml	etag:%223b3ed-5dfa86ceb4f9c%22	https://wezom.com/Media/assets/images/sprites/icons.svg?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/sprites/icons80ba.svg	(from https://wezom.com/about)
19:43:25	217580/217580	---M--	200	added ('OK')	image/png	etag:%22351ec-5dca17cec5baf%22	https://wezom.com/Media/images/widgets/7771b53f32b0d402cac55c314f034e78.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/images/widgets/7771b53f32b0d402cac55c314f034e7880ba.png	(from https://wezom.com/about)
19:43:27	751/751	---M--	200	added ('OK')	image/png	etag:%222ef-5d32e323afbe0%22	https://wezom.com/Media/assets/images/leaders/LinkedIn.png?v=23	C:/My%20Web%20Sites/wesdom/wezom.com/Media/assets/images/leaders/LinkedIn80ba.png	(from https://wezom.com/about)
